id,x,y,split,EUNIS_cls,EUNIS_label,bioclim_precipitation,bioclim_precipitation_of_driest_quarter,bioclim_precipitation_of_wettest_quarter,bioclim_maximum_temperature,bioclim_minimum_temperature,bioclim_mean_temperature_of_driest_quarter,bioclim_mean_temperature_of_wettest_quarter,bioclim_isothermality_,bioclim_temperature_seasonality_(standard_deviation_x100),bioclim_aridity_index,bioclim_evapotranspiration,lulc_arable_land_100,lulc_plantations_fields_and_crops_100,lulc_herbaceous_crops_100,lulc_woody_plant_crops_100,lulc_vineyards_100,lulc_meadows_100,lulc_wetlands_100,lulc_vegetated_shoreline_100,lulc_scree_100,lulc_roads_rails_paths_100,lulc_public_parks_100,lulc_high_altitude_grasslands_and_rough_pastures_100,lulc_herbaceous_crops_100,lulc_grasslands_and_meadows_100,lulc_glaciers_rocks_scree_and_moraines_100,lulc_buildings_100,lulc_arable_land_100,lulc_surroundings_of_blocks_of_flats_100,edaph_soil_moisture_25.,edaph_soil_ph_25.,edaph_phosphorus_load_25.,edaph_nitrogen_load_25.,edaph_soil_aeration_25.,edaph_soil_humus_25.,geol_massive_limestones,geol_gravel_and_sand_(glacial_deposit),lulc_glaciers_rocks_scree_and_moraines_100,lulc_screes_sand_100,lulc_scree_100,lulc_rock_slabs_and_limestone_pavement_100,lulc_rocks_100,lulc_cliffs_100,hydro_distance_to_lake_all,hydro_distance_to_river_all,pop_human_population_density_sum_100,trans_euclidean_distance_to_roads_all,vege_canopy_height_max_100,vege_coniferous_leaf_type_100,vege_deciduous_leaf_type_100,lulc_normal_dense_forest_100,lulc_forests_100
2614737_1269558,2614737,1269558,train,13,Cultivated areas of gardens and parks,-1.26163029,-1.28777486,-1.11282499,1.10376028,1.12783903,0.6793745,0.90395222,0.22123651,0.42835427,2.23356253,1.2421168,-0.39541408,2.27627355,2.6585248,-0.16684413,-0.16352087,3.34842108,-0.18593809,-0.17106081,-0.26060936,0.4239425,-0.12727095,-0.40987475,2.6585248,-0.56758547,-0.33258322,0.31775965,-0.39541408,0.65855632,0.68908181,0.51323543,-0.18379192,2.58043487,-0.67485935,0.08881289,-0.36108193,3.56134885,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.85349486,0.01845068,0.33812034,-0.23852204,-0.41619027,-0.52392609,-0.45077595,-0.59526636,-0.57921361
2639314_1246272,2639314,1246272,train,4,Seasonally wet and wet grasslands,-0.52161445,-0.21959149,-0.66640092,0.78829511,0.72147784,0.30703325,0.71643451,0.23832322,0.77134285,0.96947301,1.02796531,-0.28492586,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,1.10520741,-0.26060936,0.35978456,-0.12727095,-0.40987475,-0.37988202,-0.62124985,-0.33258322,-0.25526026,-0.28492586,-0.27241302,0.23904219,0.50005396,0.28914007,0.53833042,-0.36832531,-0.26502701,-0.36108193,3.56134885,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.05692208,-0.72312151,-0.23620529,-0.26012327,0.19254392,-0.51809243,0.51359214,0.35991715,-0.0165499
2612713_1267285,2612713,1267285,train,1,Surface running waters,-1.32182556,-1.34484359,-1.15417445,1.10376028,1.12783903,0.68892171,0.92294136,0.19845423,0.40426265,2.4054176,1.29554062,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.1254798,-0.26060936,-0.4742687,-0.12727095,-0.40987475,-0.37988202,-1.13213483,-0.33258322,-0.20153964,-0.40593677,0.39975404,-1.33260781,0.90044111,0.41359586,0.76960331,1.16434487,-1.53994502,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.98689729,-0.68460922,0.14159329,0.30521195,-1.10383444,-0.52392609,-0.83546924,-0.68210122,-0.91878609
2585404_1216778,2585404,1216778,train,15,Low density buildings,-0.32457424,0.0999593,-0.7592361,0.88066889,0.90902916,1.14559666,1.15081098,-0.16321441,0.90612912,0.64103887,0.77768088,0.37274216,0.39585381,0.53627881,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,1.57878548,-0.12727095,-0.40987475,0.53627881,0.36617488,-0.33258322,1.44589261,0.37274216,-0.2292793,-0.13947951,0.25290139,0.79318602,2.64968483,-0.03588699,-0.59880383,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.60501545,0.09978822,2.05122602,-0.29715396,-0.60782881,-0.52392609,-0.48239458,-0.68210122,-0.60290471
2507053_1140828,2507053,1140828,val,16,Transport networks and other constructed hard-surfaced areas,-0.68720768,-0.26940933,-0.87261194,0.82489604,0.97154626,1.12172863,-1.26080919,-0.50210078,0.48693494,0.86254096,0.65623408,3.09285707,2.08103872,2.43818232,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,1.08690792,-0.12727095,-0.40987475,2.43818232,-0.24130599,0.09980858,-0.20153964,3.09285707,-0.27241302,-0.17611064,0.41107903,-0.12156403,0.43467532,-0.35537317,-0.3817577,-0.36108193,-0.30100988,0.09980858,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.39984247,0.04121496,-0.2801771,-0.27555273,-0.87837734,-0.52392609,-0.65102725,-0.56763708,-0.85166129
2605882_1256236,2605882,1256236,train,3,Mesic grasslands,-0.14552516,-0.08711355,-0.26899555,0.34908392,0.39326303,0.08744739,0.3473332,0.23262765,-0.21831551,0.74033291,1.15269692,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.51704067,-0.12727095,-0.40987475,-0.37988202,1.3729188,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-1.12852007,0.86419207,-0.19001471,0.28903056,0.27208617,-0.14647241,3.00064975,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.52815149,0.88619954,-0.32325152,-0.22000669,-0.26964315,-0.45975587,-0.45077595,-0.14925092,-0.20410447
2802313_1175211,2802313,1175211,val,9,Coniferous woodland,-1.50509132,-1.66081158,-1.00583123,-0.77683047,-2.09765291,-1.00729952,-0.32796792,2.63615785,1.64789739,-0.18386547,-1.3300735,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,0.18769072,-0.18593809,-0.17106081,-0.26060936,-0.21763693,-0.12727095,-0.40987475,-0.37988202,-0.53109368,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-1.107588,0.2726736,-0.48248582,-0.92086521,0.86356734,-0.71918235,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.07103485,-0.20383039,1.71489715,-0.59788122,-0.32325152,-0.17371833,0.89146095,-0.02223166,1.33567642,1.42561776,1.23513005
2490373_1119304,2490373,1119304,test,7,Shrub plantations,-0.81314549,-0.4700456,-0.90264528,0.99221458,0.90902916,1.17264709,-0.40629811,0.241171,0.66533972,1.13750908,0.8052368,-0.40593677,3.21134567,0.02214636,6.72758283,9.84011157,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.38872478,-0.12727095,-0.40987475,0.02214636,-0.25847859,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-0.22669649,0.33199021,0.55672002,1.09057139,-0.37696008,-0.24678784,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.7335702,0.23060859,-0.32325152,-0.15211709,-0.95728732,-0.52392609,-0.85654832,-0.64657787,-0.88719795
2606419_1255153,2606419,1255153,test,3,Mesic grasslands,-0.38304537,-0.32443076,-0.43621686,0.54603179,0.5397875,0.21156114,0.48619125,0.32945232,0.00332738,0.75560892,0.87503906,2.36679158,1.83100112,2.15598932,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.66674253,-0.12727095,-0.40987475,2.15598932,0.62376394,-0.33258322,-0.41642211,2.36679158,-0.27241302,-0.05575121,0.28420738,1.04209759,2.88788271,-0.15533453,-0.18659858,3.00064975,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.31180578,-0.25484562,-0.29184309,0.03241919,-1.02492445,-0.52392609,-0.89343672,-0.68210122,-0.85955833
2526061_1170441,2526061,1170441,train,12,Arable land and market gardens,-0.42729227,-0.02313515,-0.84713724,0.26542465,0.50266797,0.66982729,-1.52665708,-0.8495305,-0.00592887,0.51119282,0.50390092,2.2615647,1.66316766,1.9665721,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.64535655,-0.12727095,-0.40987475,1.9665721,-0.52036081,-0.33258322,-0.4880496,2.2615647,-0.27241302,-0.45346064,0.61374414,-0.50115418,1.19191816,-0.24312127,0.05598238,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.0094472,0.50638035,-0.32325152,0.07068424,-0.16818745,-0.52392609,0.29753153,0.47438129,0.35658497
2628781_1205258,2628781,1205258,test,3,Mesic grasslands,1.15242144,1.14766958,1.13200588,-0.17727234,0.00253112,-0.46947328,0.030452,-0.4052761,-0.53290134,-0.58486064,0.31785282,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.66674253,-0.12727095,-0.40987475,-0.37988202,1.3815051,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-0.00342102,-0.38969528,-0.01577661,-0.21726361,-0.37120357,0.10340423,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.32437583,-0.56908851,-0.30889338,-0.14594531,-0.19073316,-0.44808856,-0.33220611,-0.33081473,-0.24753816
2631687_1238101,2631687,1238101,train,15,Low density buildings,-0.47009614,-0.14307332,-0.63856646,0.71683614,0.59644363,0.91805479,0.99771108,0.30951783,0.88850419,0.68304789,0.69428315,-0.18496032,0.13896587,0.2463545,-0.16684413,-0.16352087,-0.41691868,-0.18593809,0.83172137,-0.26060936,-0.3673388,-0.12727095,-0.40987475,0.2463545,0.31465707,0.17842527,0.71171084,-0.18496032,-0.27241302,0.09775068,0.20017551,-0.01577661,1.45946484,-0.30788198,-0.38905337,-0.36108193,3.56134885,0.17842527,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.2932762,-0.7142457,-0.12582709,-0.15828887,-0.11182317,-0.37808469,0.38184786,-0.37028512,-0.37586497
2647639_1164143,2647639,1164143,test,3,Mesic grasslands,0.5532423,0.58866897,0.58480925,-0.17901524,-0.11078114,-0.4885677,0.28443169,0.27534442,-0.73894808,-0.60777465,-0.21574664,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,2.89646059,-0.18593809,-0.17106081,-0.26060936,-0.75228646,-0.12727095,-0.40987475,-0.37988202,1.91170925,-0.33258322,-0.18363277,-0.40593677,-0.27241302,0.16403558,-0.43088737,-0.60694161,-0.1280081,-0.47482071,0.28032418,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.14521407,-0.59605843,-0.32325152,-0.15520298,-0.47255454,-0.52392609,-0.24525488,-0.50053742,-0.75689688
2559612_1147684,2559612,1147684,train,3,Mesic grasslands,1.18171322,1.45817808,0.71550788,-0.09709887,0.05527993,-0.23079299,0.38768511,-0.14043213,-0.67542229,-0.70324968,0.04694707,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.06793506,-0.12727095,-0.40987475,-0.37988202,0.60229819,-0.33258322,-0.34479462,-0.40593677,-0.27241302,-0.0731946,-0.08157841,-0.44514908,-0.34565084,-0.27622119,0.34416127,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,1.22066843,-0.00946004,-0.22094977,-0.20766313,0.6772767,0.49113008,-0.13458969,0.28097637,0.39014737
2744251_1253914,2744251,1253914,test,13,Cultivated areas of gardens and parks,0.14145189,-0.34507446,0.54528323,0.29505397,0.69021929,-0.20215136,0.79595152,-1.58995449,0.28748169,0.40426077,1.0648282,-0.40593677,0.73837107,0.92284457,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,1.47185558,-0.12727095,-0.40987475,0.92284457,0.28889816,-0.33258322,0.55054899,-0.40593677,2.75773045,-0.04005215,0.22983382,-0.70028345,0.71596207,0.03750848,-0.27049876,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.72270659,0.28165549,1.28934717,-0.26012327,-0.16818745,-0.47142318,0.56892474,-0.68210122,-0.59500768
2707644_1275422,2707644,1275422,test,9,Coniferous woodland,-0.8390452,-0.80640137,-0.76379473,0.35082682,0.59644363,0.05244095,0.52416952,-1.09728776,0.67155282,0.84726496,0.4557693,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.04654908,-0.12727095,-0.40987475,-0.37988202,-1.20082524,-0.33258322,-0.4880496,-0.40593677,-0.27241302,0.6140752,0.08813302,-0.50737697,-0.85689144,-0.67629848,0.8183797,-0.36108193,3.56134885,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.1703727,0.37688444,-0.32325152,-0.15211709,2.42456928,3.79297944,-0.58779,2.47158318,2.07813847
2709275_1113638,2709275,1113638,test,0,Surface standing waters,1.54507755,-0.49427208,1.56663113,1.66148877,1.3466489,0.49797748,0.61674155,0.52310168,1.44679577,-0.40536756,0.77416796,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,0.37591129,-0.26060936,1.1082939,-0.12727095,-0.40987475,-0.37988202,-0.87025261,-0.33258322,-0.25526026,-0.40593677,-0.27241302,0.84781671,0.17216489,0.39492749,0.04951363,-0.13662588,-0.90704581,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.97783999,0.28496738,-0.32325152,-0.2508656,-0.45000883,-0.52392609,-0.7511529,-0.68210122,-0.51998585
2743620_1187903,2743620,1187903,train,9,Coniferous woodland,-0.1763162,0.17050614,-0.17203078,0.28459656,0.15296291,0.54889594,0.55977415,0.9246393,-0.24240713,-0.03492441,0.076556,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.7095145,-0.12727095,-0.40987475,-0.37988202,-1.20082524,-0.33258322,-0.4880496,-0.40593677,-0.27241302,0.14135917,0.13591585,-0.50737697,-0.70267287,-0.4906511,0.5612074,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.89054263,0.20225393,-0.32325152,-0.14285942,2.37947786,4.05549397,-0.82492969,2.47553022,2.20054251
2633138_1260579,2633138,1260579,test,12,Arable land and market gardens,-0.52912949,-0.48241475,-0.56139151,0.51814537,0.78399495,0.28157402,0.58113692,-0.90079062,0.23270496,0.59902985,0.5383002,-0.20074435,-0.04599345,0.03760899,-0.16684413,-0.16352087,-0.35107013,-0.18593809,-0.17106081,-0.26060936,0.63780231,-0.12727095,-0.40987475,0.03760899,1.53391196,-0.33258322,-0.47014273,-0.20074435,-0.27241302,0.10821672,0.21500467,1.12299386,1.87309597,-0.44459904,-0.03156563,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.46348978,0.38512962,-0.32055937,-0.18914778,-0.95728732,-0.52392609,-0.90397626,-0.66631307,-0.87140388
2575255_1137212,2575255,1137212,test,2,Dry grasslands,1.54170421,2.09992408,0.85038973,-0.98946445,-0.90396692,-0.51561813,-0.3552648,0.67972983,-1.69716054,-1.49378301,-1.34471828,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,0.86972514,-0.75228646,-0.12727095,0.8228767,-0.37988202,1.38579825,0.5007537,-0.4880496,-0.40593677,-0.27241302,0.77629879,-0.68792604,0.15223871,-0.54768486,-0.58419435,1.05913675,-0.36108193,-0.30100988,0.5007537,-0.25817122,0.86972514,-0.16070638,-0.21694393,-0.20383039,-0.97783999,-0.71401638,-0.32325152,-0.20149134,-0.83328591,-0.2439106,0.10255,-0.68210122,-0.93458016
2585849_1113140,2585849,1113140,test,9,Coniferous woodland,-0.96074761,-0.58580385,-1.07319171,0.19222278,-0.03068109,0.44069421,0.51704859,0.91324817,0.05239821,-0.05783842,-0.70732789,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.36902883,-0.18593809,-0.17106081,-0.26060936,1.4504696,-0.12727095,-0.40987475,-0.37988202,0.36617488,-0.23038152,-0.00456405,-0.40593677,-0.27241302,0.03146577,-0.47207947,-0.73762018,-0.68585502,0.05333888,0.96429306,-0.36108193,-0.30100988,-0.23038152,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.4985204,0.09980145,-0.20389948,-0.29098218,0.42927388,1.09199666,-0.42969687,0.17243279,0.19667002
2488718_1117944,2488718,1117944,test,4,Seasonally wet and wet grasslands,-0.85077691,-0.5509143,-0.91589212,1.04798743,0.97154626,1.22356555,-0.36831984,0.24401879,0.68271105,1.25971713,0.89433733,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.15087405,-0.41691868,-0.18593809,-0.17106081,-0.13264697,-0.75228646,-0.12727095,-0.40987475,-0.37988202,0.29963104,0.09980858,-0.4880496,-0.40593677,-0.27241302,-1.71287384,1.0849817,0.81185439,0.33288887,0.45917267,-0.5313189,-0.36108193,3.07855401,0.09980858,0.88298014,-0.13264697,-0.16070638,-0.26558029,-0.20383039,1.61079959,-0.6650113,-0.32325152,-0.15828887,-0.52891882,-0.52392609,-0.51664809,0.26321469,-0.15474801
2598059_1097533,2598059,1097533,train,6,"Arctic, alpine and subalpine scrub",-0.23741103,0.2787576,-0.46158431,-2.56853324,-2.257853,-2.17842413,-1.68687791,-1.06026656,-1.77919884,-1.82221715,-2.46812399,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,1.78678899,-0.75228646,-0.12727095,0.86264287,-0.37988202,1.13464892,1.68000406,-0.4880496,-0.40593677,-0.27241302,0.08205162,-0.61872332,-0.36425282,-0.94944456,3.0150621,-2.23120957,-0.36108193,-0.30100988,1.68000406,1.6423177,1.78678899,2.16429071,1.68595369,0.91481591,-0.75132754,-0.18395678,-0.32325152,-0.09657105,-1.29547298,-0.52392609,-0.90397626,-0.68210122,-0.95037422
2761707_1160659,2761707,1160659,test,5,Alpine and subalpine grasslands,-0.44760724,-1.28274189,0.01771553,-1.76156983,-1.74794785,-1.7424348,-0.78252035,-0.31699478,-0.84051328,-1.00495081,-1.48464215,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.43149674,-0.12727095,3.703084,-0.37988202,1.9074161,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-0.24413989,-1.08831319,-0.34558445,-0.95450091,0.13392998,0.96246915,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.32957195,-0.56437719,-0.32325152,0.20461191,-1.12638015,-0.52392609,-0.90397626,-0.68210122,-0.95037422
2640628_1176623,2640628,1176623,train,0,Surface standing waters,0.35112336,0.32661344,0.61763139,0.31771169,0.18422146,-0.10508804,0.65709347,0.37501688,0.4263255,-0.16095146,0.38418777,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,0.68454796,-0.18593809,-0.17106081,-0.26060936,-0.23902291,-0.12727095,-0.40987475,-0.37988202,0.16225021,-0.33258322,-0.43432898,-0.40593677,-0.27241302,0.03146577,0.41766977,-0.04689056,0.34234204,-0.26326905,-0.23766826,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.19483158,-0.31047301,-0.23261576,-0.22000669,-0.75437593,-0.52392609,-0.80912038,-0.68210122,-0.83191871
2608419_1258126,2608419,1258126,train,7,Shrub plantations,-0.80400001,-0.78720785,-0.75049426,0.88066889,0.89144622,0.48683907,0.74254457,0.2041498,0.2805078,1.18333709,0.88881702,-0.40593677,-0.38851071,-0.34895676,-0.16684413,-0.16352087,4.0128928,-0.18593809,-0.17106081,-0.26060936,-0.11070703,-0.12727095,-0.40987475,-0.34895676,1.5918695,-0.33258322,-0.4880496,-0.40593677,-0.27241302,-0.08540498,0.22983382,0.13979313,-0.27662072,-0.07330429,-0.17565508,3.00064975,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.91671281,-0.36206675,-0.32325152,-0.13360174,-0.02164033,-0.36058372,0.16051748,-0.5794782,-0.57921361
2647099_1135078,2647099,1135078,train,3,Mesic grasslands,-1.09183913,-0.5772734,-1.3086316,0.07021968,-0.67734241,3.25871279,-2.00969321,1.49419622,1.22439208,0.51119282,-0.34143632,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41093245,-0.18593809,-0.17106081,-0.26060936,-0.49565469,-0.12727095,-0.40987475,-0.37988202,0.72250642,-0.01811646,-0.4880496,-0.40593677,-0.27241302,-2.86239365,0.50664469,0.25802613,-0.19253148,1.65940453,-1.51258626,-0.36108193,-0.30100988,-0.01811646,-0.25817122,-0.26060936,-0.16070638,0.22078332,0.56764982,0.69542483,-0.54975813,-0.29094571,0.01020078,0.10236108,-0.52392609,-0.12668504,0.38557291,0.23418094
2592628_1146929,2592628,1146929,test,8,Broadleaved deciduous woodland,0.74636569,1.05519946,0.81386705,-0.45962239,-0.87270837,1.14718786,-0.09060373,2.24031579,-0.959323,-0.9820368,-0.73789489,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.38872478,-0.12727095,-0.40987475,-0.37988202,-0.86166631,-0.33258322,-0.4880496,-0.40593677,-0.27241302,1.11818935,-0.68957372,0.0402285,-0.57703365,-1.36420115,1.66650112,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,1.24678933,-0.70514499,-0.32325152,-0.26012327,0.27145391,0.25778383,0.14470817,-0.16898611,-0.26333223
2706906_1279603,2706906,1279603,train,0,Surface standing waters,-0.93301131,-0.79616483,-0.92795909,0.60180464,0.75273639,0.20519633,0.69507174,-0.85522607,0.89991601,1.33991616,0.90045073,-0.40593677,-0.39536105,-0.35668808,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,0.12453877,-0.12727095,-0.40987475,-0.35668808,-0.85308001,-0.33258322,1.48170635,-0.40593677,0.42491537,0.06286389,0.59067657,0.20202102,0.52601932,0.05621713,-0.39452512,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-1.19820202,-0.34415491,0.30581452,-0.1490312,-0.76564878,-0.52392609,-0.57198069,-0.68210122,-0.88719795
2581753_1143247,2581753,1143247,test,11,"Inland cliffs, rock pavements and outcrops",1.31003111,1.83573594,0.84384676,-1.29272932,-0.99774258,-0.69542395,-0.53328795,0.02758716,-2.11876388,-1.30283293,-1.06610235,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,2.91179173,-0.75228646,-0.12727095,1.33131566,-0.37988202,0.83198177,2.23425173,-0.4880496,-0.40593677,-0.27241302,-0.42206253,1.15912747,-0.54471371,-0.55054279,2.59771529,-1.6347887,3.00064975,-0.30100988,2.23425173,2.35446479,2.91179173,4.73631874,2.05680594,0.35549276,-0.38711571,0.96796337,-0.32325152,-0.09657105,-1.1151073,-0.52392609,-0.90397626,-0.68210122,-0.95037422
2594420_1207278,2594420,1207278,train,10,Mixed deciduous and coniferous woodland,-0.33889217,-0.17318582,-0.54020729,0.49025894,0.31511665,0.03493773,0.80307244,0.48892826,0.61107018,0.21331069,0.25968427,-0.40593677,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,-0.28179487,-0.12727095,-0.40987475,-0.37988202,-0.93464988,-0.33258322,-0.4880496,-0.40593677,-0.27241302,0.73617898,-0.26117594,-0.42025792,-0.63803957,-0.79574601,0.85668196,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.17199894,-0.61286778,-0.32325152,-0.19223367,2.21038503,3.38754034,-0.22944557,2.02951478,1.8767641
2672852_1266139,2672852,1266139,train,10,Mixed deciduous and coniferous woodland,-0.60394255,-0.21148756,-0.68887229,0.69592132,0.59644363,0.21792595,0.66184075,0.2781922,0.78998215,0.65249588,0.51380098,-0.34280064,-0.34740864,-0.30256887,-0.16684413,-0.16352087,-0.41691868,-0.1735628,-0.17106081,-0.26060936,0.29562662,-0.12727095,-0.40987475,-0.30256887,-0.33146216,-0.33258322,-0.38060837,-0.34280064,-0.27241302,0.47976105,0.30562727,0.28914007,0.02928824,-0.72091141,0.3040351,-0.36108193,3.56134885,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,0.45426323,-0.45370452,-0.31517507,-0.18914778,1.63546941,1.04532741,0.66114573,1.25786859,1.12852009
2501321_1114785,2501321,1114785,train,15,Low density buildings,-0.98044413,-0.80921642,-1.08348885,1.07587386,0.97154626,0.53616633,-0.19860444,0.28388777,0.7425597,1.30936415,0.75258857,0.60161063,-0.41591209,-0.37988202,-0.16684413,-0.16352087,-0.41691868,-0.18593809,-0.17106081,-0.26060936,1.23660979,-0.12727095,-0.40987475,-0.37988202,0.06565431,-0.33258322,1.68763538,0.60161063,-0.27241302,-0.4342729,0.46874797,-0.58827324,0.57625302,0.20012982,-0.6279865,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.54604915,-0.38448411,5.10951003,-0.32801287,-0.13436888,-0.45975587,0.29489664,-0.68210122,-0.4173244
2556696_1145179,2556696,1145179,train,7,Shrub plantations,0.12359196,0.20309248,-0.12419197,0.96432816,1.2841318,0.66346248,1.24575666,-1.03748428,0.35506502,0.19421569,0.69834355,-0.40593677,0.40270416,-0.37988202,1.55856744,7.96205921,-0.41691868,-0.18593809,-0.17106081,-0.26060936,1.12967988,-0.12727095,-0.40987475,-0.37988202,0.77831738,-0.33258322,-0.11200528,-0.40593677,-0.27241302,-0.19355404,0.14250658,1.22255849,0.3426718,-0.01717834,-0.37628595,-0.36108193,-0.30100988,-0.33258322,-0.2667513,-0.26060936,-0.16070638,-0.26558029,-0.20383039,-0.1757097,0.7866106,-0.22094977,-0.26629505,-0.3823717,-0.52392609,-0.61413885,-0.68210122,-0.53972843
